Rank,Console,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4814,13,1999,1,0.22,0.15,0,0.03,0.4
4815,19,2004,9,0.31,0.08,0,0.01,0.4
4816,18,2014,6,0.29,0.08,0,0.04,0.4
4817,8,1994,10,0,0,0.4,0,0.4
4818,18,2014,1,0.31,0.06,0,0.03,0.4
4819,1,2007,9,0.34,0.03,0,0.03,0.4
4820,1,2009,9,0.22,0.08,0.08,0.03,0.4
4821,6,2009,1,0.37,0,0,0.03,0.4
4822,18,2016,1,0.23,0.14,0,0.04,0.4
4823,24,1995,10,0,0,0.4,0,0.4
4824,13,1999,1,0.22,0.15,0,0.03,0.4
4825,6,2010,9,0.14,0.19,0,0.07,0.4
4826,7,2008,2,0.12,0.01,0,0.27,0.4
4827,17,2011,6,0,0,0.4,0,0.4
4828,12,1999,3,0.32,0.07,0,0,0.4
4829,12,1997,3,0.32,0.07,0,0,0.4
4830,12,1999,1,0.37,0.03,0,0,0.4
4831,12,1997,10,0.32,0.07,0,0,0.4
4832,7,2001,3,0.2,0.15,0,0.05,0.4
4833,7,2004,6,0.33,0.01,0,0.05,0.4
4834,13,1999,2,0.22,0.15,0,0.03,0.4
4835,5,2010,1,0.27,0.1,0,0.03,0.4
4836,4,2009,11,0.06,0.3,0,0.04,0.4
4837,7,2007,3,0.2,0.15,0,0.05,0.4
4838,7,2005,1,0.33,0.01,0,0.05,0.4
4839,5,2009,9,0.18,0.17,0,0.04,0.4
4840,7,2007,1,0.2,0.15,0,0.05,0.4
4841,15,2010,9,0.17,0.17,0,0.06,0.4
4842,9,2001,9,0.29,0.11,0,0.01,0.4
4843,1,2009,9,0.38,0.01,0,0,0.4
4844,14,2005,3,0.32,0.07,0,0.01,0.4
4845,19,2006,9,0.31,0.08,0,0.01,0.4
4846,4,2009,9,0.22,0.14,0,0.04,0.4
4847,19,2004,8,0.24,0.14,0,0.02,0.4
4848,13,1999,3,0.22,0.15,0,0.03,0.4
4849,9,2006,4,0,0,0.39,0.01,0.4
4850,9,2004,9,0.29,0.11,0,0.01,0.4
4851,4,2007,5,0.34,0.03,0,0.03,0.4
4852,5,2010,1,0.32,0.05,0,0.03,0.4
4853,5,2009,10,0.2,0.16,0,0.04,0.4
4854,20,2014,1,0.19,0.14,0.04,0.03,0.4
4855,5,2007,9,0.12,0.23,0,0.05,0.4
4856,13,1999,6,0.22,0.15,0,0.03,0.4
4857,8,1995,4,0,0,0.4,0,0.4
4858,20,2013,2,0.24,0.12,0.01,0.03,0.4
4859,6,2008,9,0.17,0.16,0,0.07,0.4
4861,19,2002,7,0.31,0.08,0,0.01,0.4
4862,14,2001,1,0.35,0.03,0,0.02,0.4
4863,13,2000,11,0,0,0.37,0.03,0.4
4864,6,2012,8,0.09,0.04,0.24,0.02,0.4
4865,7,2003,2,0.19,0.15,0,0.05,0.4
4866,13,1996,12,0.22,0.15,0,0.03,0.4
4868,6,2010,1,0.22,0.12,0,0.06,0.4
4869,15,2010,4,0.01,0.32,0,0.07,0.4
4870,7,2004,12,0,0,0.4,0,0.4
4871,19,2004,7,0.31,0.08,0,0.01,0.4
4872,4,2010,9,0.26,0.1,0,0.03,0.4
4873,4,2007,4,0.37,0,0,0.03,0.4
4874,5,2015,11,0.17,0.19,0,0.03,0.4
4875,5,2006,9,0.29,0.06,0.01,0.03,0.4
4876,8,1995,4,0,0,0.4,0,0.4
4877,5,2010,4,0.23,0.13,0,0.04,0.4
4878,7,2005,3,0.33,0.01,0,0.05,0.4
4879,7,2004,10,0.19,0.15,0,0.05,0.39
4880,6,2013,6,0.17,0.15,0,0.07,0.39
4881,7,2007,9,0.19,0.15,0,0.05,0.39
4882,14,2005,9,0.26,0.11,0,0.02,0.39
4883,6,2013,3,0.07,0.23,0.01,0.09,0.39
4884,10,2012,9,0.19,0.17,0,0.03,0.39
4885,7,2007,3,0.19,0.15,0.01,0.05,0.39
4886,6,2015,9,0.15,0.18,0,0.06,0.39
4887,12,1998,1,0.38,0.01,0,0,0.39
4888,1,2009,1,0.36,0,0,0.03,0.39
4889,6,2011,4,0.17,0.14,0.03,0.06,0.39
4890,6,2008,9,0.14,0.18,0,0.07,0.39
4891,1,2007,1,0.36,0.01,0,0.03,0.39
4892,4,2008,3,0.37,0,0,0.03,0.39
4893,17,2011,4,0,0,0.39,0,0.39
4894,13,2000,3,0.22,0.15,0,0.03,0.39
4895,13,1997,10,0.22,0.15,0,0.03,0.39
4896,16,1982,3,0.37,0.02,0,0,0.39
4897,7,2002,7,0,0,0.39,0,0.39
4898,9,2003,9,0.28,0.1,0,0.01,0.39
4899,1,2008,10,0.34,0.02,0,0.03,0.39
4900,7,2008,1,0.32,0.01,0.01,0.05,0.39
4901,17,2011,9,0.14,0.17,0,0.09,0.39
4902,14,2002,7,0.29,0.08,0,0.01,0.39
4903,1,2008,4,0.18,0.14,0.04,0.04,0.39
4904,9,2002,4,0,0,0.39,0,0.39
4905,17,2009,9,0.39,0,0,0,0.39
4906,10,2011,1,0.08,0.26,0,0.05,0.39
4907,4,2008,1,0.36,0,0,0.03,0.39
4908,5,2012,7,0.24,0.12,0,0.03,0.39
4909,17,2008,1,0.23,0.07,0.03,0.06,0.39
4910,16,1981,9,0.37,0.02,0,0,0.39
4911,4,2008,6,0.36,0,0,0.03,0.39
4912,17,2006,2,0.14,0.05,0.16,0.04,0.39
4913,13,1998,1,0.22,0.15,0,0.03,0.39
4914,4,2008,6,0.36,0,0,0.03,0.39
4915,19,2004,6,0.3,0.08,0,0.01,0.39
4916,11,2013,6,0.18,0.16,0,0.05,0.39
4917,6,2013,11,0.31,0.01,0.03,0.05,0.39
4918,13,2001,4,0,0,0.37,0.03,0.39
4919,10,2012,4,0.18,0.04,0.15,0.02,0.39
4920,5,2011,7,0.18,0.17,0.01,0.04,0.39
4921,23,2012,3,0.14,0.19,0,0.06,0.39
4922,4,2009,3,0.22,0.13,0,0.04,0.39
4923,1,2011,11,0.19,0.17,0,0.03,0.39
4924,4,2005,2,0.34,0.02,0,0.03,0.39
4925,5,2010,1,0.18,0.17,0,0.04,0.39
4926,10,2011,12,0.25,0.06,0.05,0.03,0.39
4927,1,2011,6,0,0,0.39,0,0.39
4928,15,2005,12,0,0.32,0,0.07,0.39
4929,14,2003,1,0.29,0.08,0,0.01,0.39
4930,6,2015,1,0.3,0.01,0,0.07,0.39
4931,9,2004,1,0.28,0.1,0,0.01,0.39
4932,12,1999,1,0.36,0.03,0,0,0.39
4933,12,2000,10,0,0,0.34,0.05,0.39
4934,12,1998,3,0.31,0.07,0,0,0.39
4935,12,1999,9,0.31,0.07,0,0,0.39
4937,19,2005,11,0.23,0.06,0.09,0.01,0.39
4938,15,2009,8,0,0.32,0,0.07,0.39
4939,7,2003,6,0.19,0.15,0,0.05,0.39
4940,1,2008,6,0.36,0,0,0.03,0.39
4941,7,2000,10,0.16,0.13,0.06,0.04,0.39
4942,7,2002,9,0.19,0.15,0,0.05,0.39
4943,1,2010,6,0.37,0,0,0.02,0.39
4944,20,2012,9,0.23,0.12,0,0.04,0.39
4945,20,2012,6,0.22,0.14,0,0.03,0.39
4946,8,1991,10,0,0,0.39,0,0.39
4947,7,2005,1,0.19,0.15,0,0.05,0.39
4948,6,2006,4,0.33,0.02,0,0.04,0.39
4949,4,2009,11,0.24,0.11,0,0.04,0.39
4950,6,2008,3,0.07,0.24,0,0.08,0.39
4951,1,2008,8,0.34,0.02,0,0.03,0.39
4952,7,2003,6,0.19,0.15,0,0.05,0.39
4953,6,2013,1,0.16,0.15,0,0.07,0.39
4954,8,1992,10,0,0,0.39,0,0.39
4955,5,2013,8,0.22,0.13,0,0.03,0.39
4956,3,2001,4,0,0,0.39,0,0.39
4957,1,2007,11,0.35,0.01,0,0.03,0.39
4958,10,2011,1,0.36,0.01,0,0.03,0.39
4959,9,2005,8,0.28,0.1,0,0.01,0.39
4960,7,2006,2,0.19,0.15,0,0.05,0.39
4961,6,2014,1,0.35,0,0,0.04,0.39
4962,8,1994,1,0,0,0.39,0,0.39
4963,7,2002,3,0.19,0.15,0,0.05,0.39
4964,14,2005,7,0.29,0.08,0,0.01,0.39
4965,4,2009,6,0.26,0.09,0,0.03,0.39
4966,1,2009,1,0.36,0,0,0.03,0.39
4967,7,2007,1,0.19,0.15,0,0.05,0.39
4968,7,2008,6,0.19,0.15,0,0.05,0.39
4969,16,1981,9,0.36,0.02,0,0,0.39
4970,13,1999,8,0,0,0.36,0.03,0.39
4971,10,2011,9,0.12,0.05,0.2,0.01,0.39
4972,5,2006,9,0.27,0.08,0.01,0.03,0.39
4973,4,2009,9,0.2,0.15,0,0.04,0.39
4974,1,2009,6,0,0.36,0,0.02,0.39
4975,9,2003,1,0.28,0.1,0,0.01,0.39
4976,4,2007,6,0.38,0,0,0,0.38
4977,11,2015,9,0.13,0.17,0.03,0.06,0.38
4978,7,2003,9,0.19,0.15,0,0.05,0.38
4979,10,2013,9,0.05,0.04,0.28,0.01,0.38
4980,4,2008,4,0.16,0,0.2,0.01,0.38
4981,13,1996,1,0.21,0.15,0,0.03,0.38
4982,6,2009,1,0.09,0.23,0,0.07,0.38
4983,8,1991,1,0,0,0.38,0,0.38
4984,7,2003,4,0.07,0.05,0.25,0.02,0.38
4985,3,1998,2,0,0,0.38,0,0.38
4986,13,1997,3,0.21,0.15,0,0.03,0.38
4987,23,2013,4,0.16,0.05,0.12,0.05,0.38
4988,13,1998,3,0,0,0.36,0.03,0.38
4989,4,2009,8,0.24,0.11,0,0.04,0.38
4990,14,2004,1,0.29,0.08,0,0.01,0.38
4991,7,2007,9,0.19,0.15,0,0.05,0.38
4992,1,2008,1,0.36,0,0,0.03,0.38
4993,1,2009,4,0.17,0.12,0.06,0.03,0.38
4994,7,2007,12,0,0,0.38,0,0.38
4995,20,2012,9,0.17,0.18,0,0.03,0.38
4996,6,2008,6,0.27,0.07,0,0.04,0.38
4997,1,2009,6,0,0.35,0,0.03,0.38
4998,23,2015,4,0,0.01,0.37,0,0.38
4999,6,2010,1,0.15,0.17,0,0.07,0.38
5000,9,2005,2,0.27,0.1,0,0.01,0.38
5001,17,2009,10,0.13,0.04,0.19,0.03,0.38
5002,7,2001,1,0.19,0.15,0,0.05,0.38
5003,19,2002,7,0.3,0.08,0,0.01,0.38
5004,5,2015,7,0.22,0.12,0,0.03,0.38
5005,4,2007,8,0.07,0,0.31,0.01,0.38
5006,7,2002,12,0,0,0.38,0,0.38
5007,9,2002,9,0.27,0.1,0,0.01,0.38
5008,7,2008,1,0.1,0,0,0.28,0.38
5009,7,2002,9,0.19,0.15,0,0.05,0.38
5010,6,2007,1,0.29,0.05,0,0.04,0.38
5011,24,1995,4,0,0,0.38,0,0.38
5012,10,2011,2,0.11,0.23,0,0.04,0.38
5013,6,2007,1,0.35,0,0,0.03,0.38
5014,19,2005,10,0.3,0.08,0,0.01,0.38
5015,6,2014,1,0.21,0.11,0,0.06,0.38
5016,13,1994,1,0.11,0.08,0.17,0.03,0.38
5017,18,2016,3,0.15,0.2,0,0.03,0.38
5018,1,2009,9,0.12,0.22,0,0.04,0.38
5019,13,1998,9,0.21,0.14,0,0.02,0.38
5020,13,2000,12,0,0,0.36,0.02,0.38
5021,7,2005,6,0.19,0.15,0,0.05,0.38
5022,7,2004,3,0.19,0.15,0,0.05,0.38
5023,10,2013,11,0,0,0.38,0,0.38
5024,19,2003,1,0.29,0.08,0,0.01,0.38
5025,7,2010,1,0.19,0.15,0,0.05,0.38
5026,11,2015,4,0.16,0.15,0.02,0.06,0.38
5027,9,2004,9,0.27,0.1,0,0.01,0.38
5028,10,2012,9,0.15,0.11,0.1,0.02,0.38
5029,7,2003,12,0.19,0.15,0,0.05,0.38
5030,4,2006,6,0.31,0.03,0,0.03,0.38
5031,6,2006,1,0.3,0.04,0,0.04,0.38
5032,13,1996,9,0,0,0.36,0.02,0.38
5033,7,2002,4,0.07,0.05,0.25,0.02,0.38
5034,7,2000,7,0.19,0.15,0,0.05,0.38
5035,3,1991,4,0,0,0.38,0,0.38
5036,1,2009,1,0.13,0.21,0,0.04,0.38
5037,7,2008,2,0.19,0.15,0,0.05,0.38
5038,7,2008,9,0.32,0.01,0,0.05,0.38
5039,7,2008,7,0.21,0,0,0.17,0.38
5040,1,2011,1,0.34,0.02,0,0.02,0.38
5041,6,2010,10,0.16,0.15,0.01,0.06,0.38
5042,17,2010,9,0.18,0.12,0,0.07,0.38
5043,1,2009,3,0.11,0.23,0,0.04,0.38
5044,24,1996,8,0,0,0.38,0,0.38
5045,13,1999,9,0.21,0.14,0,0.02,0.38
5046,4,2009,6,0.13,0.2,0,0.04,0.38
5047,14,2002,9,0.28,0.08,0,0.01,0.38
5048,7,2007,3,0.32,0.01,0,0.05,0.38
5049,13,1998,3,0.21,0.14,0,0.02,0.38
5050,8,1995,12,0,0,0.38,0,0.38
5051,17,2007,1,0.14,0.15,0,0.09,0.38
5052,19,2003,11,0.24,0.06,0.07,0.01,0.38
5053,17,2011,6,0,0,0.38,0,0.38
5054,10,2012,4,0.12,0.05,0.2,0.01,0.38
5055,13,2000,3,0.21,0.14,0,0.02,0.38
5056,13,1999,1,0.21,0.14,0,0.02,0.38
5057,20,2012,9,0.26,0.09,0,0.03,0.38
5058,6,2016,1,0.02,0.29,0.01,0.05,0.38
5059,15,2011,9,0.16,0.16,0,0.06,0.38
5060,11,2014,6,0.19,0.13,0,0.06,0.38
5061,7,2008,9,0.12,0,0,0.26,0.38
5062,1,2010,8,0.32,0.03,0,0.03,0.38
5064,4,2008,8,0.35,0,0,0.03,0.38
5065,1,2010,6,0.22,0.12,0,0.03,0.38
5066,16,1982,9,0.35,0.02,0,0,0.38
5067,4,2010,3,0.35,0,0,0.02,0.38
5068,23,2013,9,0.05,0.05,0.25,0.03,0.38
5069,7,2004,6,0.18,0.14,0,0.05,0.38
5070,14,2005,8,0.28,0.08,0,0.01,0.38
5071,6,2014,10,0,0,0.38,0,0.38
5072,7,2010,10,0.24,0.07,0,0.07,0.38
5073,15,2010,3,0.12,0.2,0,0.06,0.38
5074,4,2006,2,0.34,0.01,0,0.03,0.38
5075,10,2011,1,0.11,0.13,0.11,0.02,0.38
5076,10,2011,4,0.28,0.01,0.06,0.02,0.38
5077,4,2009,4,0.13,0.02,0.21,0.01,0.38
5078,1,2009,10,0.31,0.03,0,0.03,0.38
5079,6,2011,7,0.15,0.17,0,0.06,0.38
5081,19,2004,9,0.29,0.08,0,0.01,0.38
5082,5,2005,7,0.32,0.03,0,0.03,0.38
5083,4,2008,11,0.35,0,0,0.03,0.37
5084,16,1986,7,0.35,0.02,0,0,0.37
5085,4,2008,8,0.35,0,0,0.03,0.37
5086,7,2006,10,0.09,0.07,0.19,0.02,0.37
5087,4,2009,8,0.35,0,0,0.03,0.37
5088,20,2012,1,0.21,0.12,0,0.04,0.37
5089,6,2014,7,0.12,0.19,0,0.07,0.37
5090,4,2008,10,0.19,0.03,0.13,0.02,0.37
5091,6,2009,9,0.13,0.17,0,0.07,0.37
5092,4,2007,2,0.32,0.03,0,0.03,0.37
5093,13,1997,10,0,0,0.35,0.02,0.37
5094,4,2010,9,0.35,0,0,0.02,0.37
5095,5,2009,6,0.12,0.21,0,0.04,0.37
5096,7,2008,1,0.16,0,0,0.21,0.37
5097,19,2005,9,0.29,0.07,0,0.01,0.37
5098,11,2016,11,0.14,0.15,0.03,0.06,0.37
5099,5,2007,4,0.18,0.12,0.04,0.04,0.37
5100,14,2002,1,0.28,0.08,0,0.01,0.37
5101,1,2007,1,0.34,0,0,0.03,0.37
5102,5,2006,1,0.34,0,0,0.03,0.37
5103,13,1994,7,0.08,0.06,0.21,0.02,0.37
5104,7,2006,8,0.18,0.14,0,0.05,0.37
5105,1,2009,9,0.17,0.17,0,0.04,0.37
5106,15,2016,7,0.2,0.14,0,0.03,0.37
5107,17,2011,4,0,0,0.37,0,0.37
5108,4,2008,8,0.34,0.01,0,0.03,0.37
5109,18,2015,9,0.21,0.13,0,0.03,0.37
5110,19,2002,2,0.29,0.07,0,0.01,0.37
5111,7,2003,1,0.18,0.14,0,0.05,0.37
5112,7,2004,1,0.18,0.14,0,0.05,0.37
5113,17,2010,9,0.09,0.18,0.01,0.1,0.37
5114,7,2006,9,0.18,0.14,0,0.05,0.37
5115,7,2002,1,0.18,0.14,0,0.05,0.37
5116,17,2010,1,0.35,0,0,0.03,0.37
5117,8,1994,1,0,0,0.37,0,0.37
5118,24,1995,7,0,0,0.37,0,0.37
5119,1,2011,1,0.21,0.13,0,0.03,0.37
5120,15,2011,7,0.14,0.18,0,0.06,0.37
5121,7,2007,9,0.31,0.01,0,0.05,0.37
5122,13,1998,11,0,0,0.35,0.02,0.37
5123,5,2011,4,0.21,0.12,0.01,0.03,0.37
5124,17,2007,3,0.06,0.2,0,0.11,0.37
5125,1,2009,1,0.35,0,0,0.02,0.37
5126,12,2000,4,0,0,0.32,0.05,0.37
5127,12,1999,7,0.3,0.06,0,0,0.37
5128,12,2000,9,0.3,0.06,0,0,0.37
5129,16,1981,9,0.35,0.02,0,0,0.37
5130,19,2004,4,0.29,0.07,0,0.01,0.37
5131,17,2012,9,0.05,0.19,0.02,0.1,0.37
5132,6,2009,12,0.14,0.17,0,0.06,0.37
5133,17,2007,9,0.1,0.17,0,0.1,0.37
5134,15,2008,12,0,0.33,0,0.03,0.37
5135,19,2002,9,0.28,0.07,0,0.01,0.37
5136,4,2007,5,0,0,0.37,0,0.37
5137,9,2003,1,0.26,0.1,0,0.01,0.37
5138,6,2009,2,0.12,0.17,0.01,0.07,0.37
5139,5,2009,7,0.17,0.15,0,0.04,0.37
5140,9,2003,11,0,0,0.36,0.01,0.37
5141,11,2015,9,0.11,0.18,0.02,0.06,0.37
5142,17,2006,4,0.33,0,0,0.03,0.37
5143,17,2005,1,0.34,0,0,0.03,0.37
5144,8,1994,12,0,0,0.37,0,0.37
5145,7,2006,1,0.17,0.13,0.02,0.04,0.37
5146,12,1999,1,0.37,0,0,0,0.37
5147,10,2014,6,0.13,0.08,0.15,0.02,0.37
5148,4,2005,8,0.3,0.01,0.02,0.03,0.37
5149,8,1994,4,0,0,0.37,0,0.37
5150,7,2006,4,0.09,0.07,0.18,0.02,0.37
5151,1,2008,8,0.34,0,0,0.03,0.37
5152,15,2014,12,0.11,0.22,0,0.03,0.37
5153,15,2011,9,0.09,0.21,0,0.07,0.37
5154,22,1998,10,0,0,0.37,0,0.37
5155,6,2011,9,0.11,0.19,0,0.07,0.37
5156,3,1997,12,0,0,0.37,0,0.37
5157,11,2013,2,0.2,0.12,0,0.05,0.37
5158,23,2012,9,0.17,0.13,0,0.06,0.37
5159,11,2015,6,0.25,0.05,0,0.07,0.37
5160,15,2009,7,0,0.32,0,0.04,0.37
5161,7,2007,8,0.3,0.01,0,0.05,0.37
5162,17,2006,1,0.34,0,0,0.03,0.37
5163,1,2008,9,0.31,0.02,0,0.03,0.36
5165,4,2009,3,0.25,0.08,0,0.03,0.36
5166,4,2007,1,0.33,0,0,0.03,0.36
5167,19,2004,7,0.28,0.07,0,0.01,0.36
5168,8,1994,1,0,0,0.36,0,0.36
5169,7,2008,10,0.08,0.06,0.21,0.02,0.36
5170,24,1996,11,0,0,0.36,0,0.36
5171,5,2010,9,0.24,0.09,0.01,0.03,0.36
5172,7,2001,1,0.18,0.14,0,0.05,0.36
5174,11,2016,9,0.09,0.17,0.05,0.05,0.36
5175,8,1994,10,0,0,0.36,0,0.36
5176,8,1993,10,0,0,0.36,0,0.36
5177,7,2002,11,0,0,0.36,0,0.36
5178,7,2003,1,0.18,0.14,0,0.05,0.36
5179,7,2005,9,0.18,0.14,0,0.05,0.36
5180,7,2005,7,0.18,0.14,0,0.05,0.36
5181,4,2010,10,0,0,0.36,0,0.36
5182,17,2006,4,0.17,0.01,0.16,0.02,0.36
5183,17,2008,1,0.07,0.19,0,0.1,0.36
5184,5,2013,9,0.17,0.16,0,0.03,0.36
5185,5,2013,1,0.21,0.13,0,0.03,0.36
5186,17,2008,2,0.21,0.09,0.01,0.05,0.36
5187,7,2001,8,0.11,0.09,0.14,0.03,0.36
5188,7,2005,9,0.18,0.14,0,0.05,0.36
5189,5,2010,9,0.24,0.09,0,0.03,0.36
5190,5,2009,10,0.21,0.08,0.04,0.03,0.36
5191,13,1997,8,0.2,0.14,0,0.02,0.36
5192,6,2013,7,0.04,0.03,0.27,0.02,0.36
5193,9,2002,9,0.26,0.1,0,0.01,0.36
5194,7,2001,4,0.14,0.11,0.08,0.04,0.36
5195,1,2009,6,0.33,0,0,0.03,0.36
5196,13,1997,9,0,0,0.34,0.02,0.36
5199,4,2008,3,0.29,0.05,0,0.03,0.36
5200,1,2009,1,0.33,0.01,0,0.03,0.36
5201,20,2012,9,0.19,0.13,0,0.03,0.36
5202,8,1997,2,0,0,0.36,0,0.36
5203,13,1997,1,0.2,0.14,0,0.02,0.36
5204,7,2000,1,0.18,0.14,0,0.05,0.36
5205,14,2005,9,0.27,0.08,0,0.01,0.36
5206,2,1993,9,0.25,0.1,0,0.01,0.36
5207,12,1997,9,0.07,0.02,0.23,0.04,0.36
5208,12,1997,5,0.29,0.06,0,0,0.36
5209,12,2000,9,0.29,0.06,0,0,0.36
5210,23,2013,10,0.13,0.02,0.16,0.05,0.36
5211,1,2008,1,0.33,0,0,0.03,0.36
5212,13,2001,3,0.2,0.14,0,0.02,0.36
5213,6,2009,6,0.2,0.11,0,0.05,0.36
5214,9,2001,1,0.26,0.1,0,0.01,0.36
5215,1,2008,1,0.33,0,0,0.03,0.36
5216,14,2004,8,0.27,0.08,0,0.01,0.36
5217,15,2014,9,0.12,0.2,0,0.04,0.36
5218,9,2002,8,0,0,0.35,0.01,0.36
5219,8,1994,4,0,0,0.36,0,0.36
5220,20,2013,7,0.23,0.09,0.01,0.03,0.36
5221,13,1999,3,0.2,0.14,0,0.02,0.36
5222,1,2011,1,0.3,0.03,0,0.02,0.36
5223,1,2009,10,0.33,0,0,0.03,0.36
5224,5,2011,6,0.27,0.06,0,0.03,0.36
5225,14,2003,1,0.27,0.08,0,0.01,0.36
5226,4,2007,3,0.33,0,0,0.02,0.36
5227,7,2005,10,0,0,0.36,0,0.36
5228,5,2015,6,0.23,0.1,0,0.03,0.36
5229,4,2007,12,0.07,0.25,0,0.04,0.36
5230,7,2004,1,0.18,0.14,0,0.05,0.36
5231,7,2004,1,0,0,0.36,0,0.36
5232,6,2010,9,0.18,0.12,0,0.06,0.36
5233,6,2012,7,0.11,0.17,0,0.07,0.36
5234,17,2012,12,0,0,0.36,0,0.36
5235,1,2011,10,0.24,0.09,0,0.03,0.36
5236,7,2003,2,0.18,0.14,0,0.05,0.36
5237,7,2003,4,0.18,0.14,0,0.05,0.36
5238,13,2000,8,0,0,0.33,0.02,0.36
5239,6,2008,11,0,0,0.36,0,0.36
5240,1,2009,6,0,0.32,0,0.03,0.36
5241,9,2001,12,0,0,0.35,0.01,0.36
5243,1,2007,9,0.33,0.01,0,0.02,0.36
5244,15,2013,12,0.06,0.25,0,0.05,0.36
5245,6,2013,7,0.19,0.11,0,0.05,0.36
5246,1,2011,6,0,0.31,0,0.05,0.36
5247,13,1995,10,0,0,0.33,0.02,0.36
5248,16,1981,9,0.33,0.02,0,0,0.36
5249,1,2010,8,0.29,0.04,0,0.02,0.36
5250,14,2002,9,0.27,0.08,0,0.01,0.36
5251,5,2010,10,0.23,0.1,0,0.03,0.36
5252,17,2011,4,0,0,0.36,0,0.36
5253,13,1998,3,0.2,0.13,0,0.02,0.36
5254,8,1994,2,0,0,0.36,0,0.36
5255,6,2008,6,0.25,0.06,0,0.04,0.36
5256,4,2010,2,0.21,0.02,0.11,0.02,0.36
5257,7,2001,3,0.17,0.14,0,0.05,0.36
5258,17,2009,9,0.24,0.07,0,0.05,0.36
5259,7,2009,1,0.17,0.14,0,0.05,0.36
5260,17,2009,1,0,0.26,0,0.09,0.36
5261,22,1999,1,0,0,0.36,0,0.36
5262,4,2008,11,0.33,0,0,0.02,0.36
5263,13,1997,3,0.06,0.04,0.23,0.02,0.36
5264,14,2001,2,0.25,0.1,0,0.01,0.36
5265,4,2009,11,0.16,0.16,0,0.04,0.35
5266,17,2007,7,0.32,0.01,0,0.03,0.35
5267,13,1998,9,0.2,0.13,0,0.02,0.35
5268,1,2006,8,0.28,0.02,0.03,0.03,0.35
5269,9,2005,1,0.25,0.09,0,0.01,0.35
5270,18,2016,4,0.23,0.09,0,0.03,0.35
5271,7,2005,1,0.17,0.14,0,0.05,0.35
5272,19,2005,11,0.27,0.07,0,0.01,0.35
5273,7,2006,4,0.08,0.06,0.19,0.02,0.35
5274,3,1996,5,0,0,0.35,0,0.35
5275,6,2013,9,0.1,0.18,0,0.07,0.35
5276,1,2007,12,0.22,0.03,0.08,0.02,0.35
5277,7,2004,1,0.17,0.14,0,0.05,0.35
5278,1,2010,6,0.25,0.07,0,0.03,0.35
5279,10,2013,9,0,0,0.35,0,0.35
5280,6,2010,1,0.09,0.2,0,0.07,0.35
5281,7,2003,6,0,0,0.35,0,0.35
5282,6,2009,9,0.14,0.16,0,0.06,0.35
5283,5,2012,10,0.19,0.12,0.01,0.03,0.35
5284,7,2003,9,0.17,0.13,0,0.05,0.35
5285,9,2002,9,0.25,0.09,0,0.01,0.35
5286,14,2003,1,0.26,0.08,0,0.01,0.35
5287,5,2009,7,0.13,0.18,0,0.04,0.35
5288,7,2006,1,0,0,0.35,0,0.35
5289,10,2014,4,0.08,0.04,0.23,0.01,0.35
5290,20,2016,7,0.16,0.1,0.07,0.03,0.35
5291,8,1995,9,0.04,0.01,0.3,0,0.35
5292,4,2009,9,0.17,0.15,0,0.04,0.35
5293,8,1993,3,0,0,0.35,0,0.35
5294,7,2001,10,0.15,0.11,0.05,0.04,0.35
5295,7,2003,3,0.17,0.13,0,0.04,0.35
5296,13,2000,4,0.03,0.02,0.28,0.02,0.35
5297,9,2003,9,0.25,0.09,0,0.01,0.35
5298,4,2011,10,0,0,0.35,0,0.35
5299,6,2011,10,0.2,0.08,0.04,0.04,0.35
5300,1,2010,6,0.31,0.02,0,0.02,0.35
5301,4,2008,8,0.3,0.03,0,0.03,0.35
5302,1,2009,11,0.13,0.18,0,0.04,0.35
5303,1,2013,12,0.21,0.1,0,0.03,0.35
5305,4,2007,2,0.23,0,0.09,0.02,0.35
5306,12,2000,1,0,0,0.29,0.06,0.35
5307,6,2013,7,0.05,0.19,0.03,0.07,0.35
5308,6,2010,1,0.11,0.17,0,0.06,0.35
5309,1,2011,9,0.18,0.14,0,0.03,0.35
5310,5,2010,12,0.23,0.1,0,0.03,0.35
5311,7,2003,9,0.17,0.13,0,0.04,0.35
5312,19,2006,3,0.27,0.07,0,0.01,0.35
5313,9,2003,9,0.25,0.09,0,0.01,0.35
5314,4,2005,9,0.32,0,0,0.02,0.35
5315,7,2004,2,0.17,0.13,0,0.04,0.35
5316,13,2000,9,0.19,0.13,0,0.02,0.35
5317,14,2003,6,0.26,0.08,0,0.01,0.35
5318,5,2011,10,0.18,0.14,0,0.03,0.35
5319,6,2010,7,0.13,0.16,0.01,0.06,0.35
5320,7,2007,1,0.17,0.13,0,0.04,0.35
5321,7,2009,6,0.17,0.13,0,0.04,0.35
5322,7,2002,10,0.09,0.07,0.16,0.02,0.35
5323,5,2008,3,0.11,0.2,0,0.04,0.35
5324,17,2010,12,0.13,0.05,0.14,0.03,0.35
5325,6,2008,7,0.23,0.07,0,0.04,0.35
5326,7,2005,7,0.17,0.13,0,0.04,0.35
5327,13,2001,4,0,0,0.32,0.02,0.35
5328,7,2008,2,0.17,0.13,0,0.04,0.35
5329,7,2002,1,0.17,0.13,0,0.04,0.35
5330,7,2003,6,0.17,0.13,0,0.04,0.35
5331,19,2004,1,0.27,0.07,0,0.01,0.35
